t1,s1,c1,tp,fp,tn,fn,precision,recall
0.020000000000000004,3,0.01,0,71,0,0,0.0,
0.020000000000000004,3,0.0575,0,71,0,0,0.0,
0.020000000000000004,3,0.105,0,71,0,0,0.0,
0.020000000000000004,3,0.15250000000000002,0,71,0,0,0.0,
0.020000000000000004,3,0.2,0,71,0,0,0.0,
0.020000000000000004,4,0.01,0,71,0,0,0.0,
0.020000000000000004,4,0.0575,0,71,0,0,0.0,
0.020000000000000004,4,0.105,0,71,0,0,0.0,
0.020000000000000004,4,0.15250000000000002,0,71,0,0,0.0,
0.020000000000000004,4,0.2,0,71,0,0,0.0,
0.020000000000000004,5,0.01,0,71,0,0,0.0,
0.020000000000000004,5,0.0575,0,71,0,0,0.0,
0.020000000000000004,5,0.105,0,71,0,0,0.0,
0.020000000000000004,5,0.15250000000000002,0,71,0,0,0.0,
0.020000000000000004,5,0.2,0,71,0,0,0.0,
0.020000000000000004,6,0.01,0,71,0,0,0.0,
0.020000000000000004,6,0.0575,0,71,0,0,0.0,
0.020000000000000004,6,0.105,0,71,0,0,0.0,
0.020000000000000004,6,0.15250000000000002,0,71,0,0,0.0,
0.020000000000000004,6,0.2,0,71,0,0,0.0,
0.020000000000000004,7,0.01,0,71,0,0,0.0,
0.020000000000000004,7,0.0575,0,71,0,0,0.0,
0.020000000000000004,7,0.105,0,71,0,0,0.0,
0.020000000000000004,7,0.15250000000000002,0,71,0,0,0.0,
0.020000000000000004,7,0.2,0,71,0,0,0.0,
0.020000000000000004,8,0.01,0,71,0,0,0.0,
0.020000000000000004,8,0.0575,0,71,0,0,0.0,
0.020000000000000004,8,0.105,0,71,0,0,0.0,
0.020000000000000004,8,0.15250000000000002,0,71,0,0,0.0,
0.020000000000000004,8,0.2,0,71,0,0,0.0,
0.020000000000000004,9,0.01,0,71,0,0,0.0,
0.020000000000000004,9,0.0575,0,71,0,0,0.0,
0.020000000000000004,9,0.105,0,71,0,0,0.0,
0.020000000000000004,9,0.15250000000000002,0,71,0,0,0.0,
0.020000000000000004,9,0.2,0,71,0,0,0.0,
0.020000000000000004,10,0.01,0,71,0,0,0.0,
0.020000000000000004,10,0.0575,0,71,0,0,0.0,
0.020000000000000004,10,0.105,0,71,0,0,0.0,
0.020000000000000004,10,0.15250000000000002,0,71,0,0,0.0,
0.020000000000000004,10,0.2,0,71,0,0,0.0,
0.030000000000000006,1,0.01,0,71,0,0,0.0,
0.030000000000000006,1,0.0575,0,71,0,0,0.0,
0.030000000000000006,1,0.105,0,71,0,0,0.0,
0.030000000000000006,1,0.15250000000000002,0,71,0,0,0.0,
0.030000000000000006,1,0.2,0,71,0,0,0.0,
0.030000000000000006,2,0.01,0,71,0,0,0.0,
0.030000000000000006,2,0.0575,0,71,0,0,0.0,
0.030000000000000006,2,0.105,0,71,0,0,0.0,
0.030000000000000006,2,0.15250000000000002,0,71,0,0,0.0,
0.030000000000000006,2,0.2,0,71,0,0,0.0,
0.030000000000000006,3,0.01,0,71,0,0,0.0,
0.030000000000000006,3,0.0575,0,71,0,0,0.0,
0.030000000000000006,3,0.105,0,71,0,0,0.0,
0.030000000000000006,3,0.15250000000000002,0,71,0,0,0.0,
0.030000000000000006,3,0.2,0,71,0,0,0.0,
0.030000000000000006,4,0.01,0,71,0,0,0.0,
0.030000000000000006,4,0.0575,0,71,0,0,0.0,
0.030000000000000006,4,0.105,0,71,0,0,0.0,
0.030000000000000006,4,0.15250000000000002,0,71,0,0,0.0,
0.030000000000000006,4,0.2,0,71,0,0,0.0,
0.030000000000000006,5,0.01,0,71,0,0,0.0,
0.030000000000000006,5,0.0575,0,71,0,0,0.0,
0.030000000000000006,5,0.105,0,71,0,0,0.0,
0.030000000000000006,5,0.15250000000000002,0,71,0,0,0.0,
0.030000000000000006,5,0.2,0,71,0,0,0.0,
0.030000000000000006,6,0.01,0,71,0,0,0.0,
0.030000000000000006,6,0.0575,0,71,0,0,0.0,
0.030000000000000006,6,0.105,0,71,0,0,0.0,
0.030000000000000006,6,0.15250000000000002,0,71,0,0,0.0,
0.030000000000000006,6,0.2,0,71,0,0,0.0,
0.030000000000000006,7,0.01,0,71,0,0,0.0,
0.030000000000000006,7,0.0575,0,71,0,0,0.0,
0.030000000000000006,7,0.105,0,71,0,0,0.0,
0.030000000000000006,7,0.15250000000000002,0,71,0,0,0.0,
0.030000000000000006,7,0.2,0,71,0,0,0.0,
0.030000000000000006,8,0.01,0,71,0,0,0.0,
0.030000000000000006,8,0.0575,0,71,0,0,0.0,
0.030000000000000006,8,0.105,0,71,0,0,0.0,
0.030000000000000006,8,0.15250000000000002,0,71,0,0,0.0,
0.030000000000000006,8,0.2,0,71,0,0,0.0,
0.030000000000000006,9,0.01,0,71,0,0,0.0,
0.030000000000000006,9,0.0575,0,71,0,0,0.0,
0.030000000000000006,9,0.105,0,71,0,0,0.0,
0.030000000000000006,9,0.15250000000000002,0,71,0,0,0.0,
0.030000000000000006,9,0.2,0,71,0,0,0.0,
0.030000000000000006,10,0.01,0,71,0,0,0.0,
0.030000000000000006,10,0.0575,0,71,0,0,0.0,
0.030000000000000006,10,0.105,0,71,0,0,0.0,
0.030000000000000006,10,0.15250000000000002,0,71,0,0,0.0,
0.030000000000000006,10,0.2,0,71,0,0,0.0,
0.04000000000000001,1,0.01,0,71,0,0,0.0,
0.04000000000000001,1,0.0575,0,71,0,0,0.0,
0.04000000000000001,1,0.105,0,71,0,0,0.0,
0.04000000000000001,1,0.15250000000000002,0,71,0,0,0.0,
0.04000000000000001,1,0.2,0,71,0,0,0.0,
0.04000000000000001,2,0.01,0,71,0,0,0.0,
0.04000000000000001,2,0.0575,0,71,0,0,0.0,
0.04000000000000001,2,0.105,0,71,0,0,0.0,
0.04000000000000001,2,0.15250000000000002,0,71,0,0,0.0,
0.04000000000000001,2,0.2,0,71,0,0,0.0,
0.04000000000000001,3,0.01,0,71,0,0,0.0,
0.04000000000000001,3,0.0575,0,71,0,0,0.0,
0.04000000000000001,3,0.105,0,71,0,0,0.0,
0.04000000000000001,3,0.15250000000000002,0,71,0,0,0.0,
0.04000000000000001,3,0.2,0,71,0,0,0.0,
0.04000000000000001,4,0.01,0,71,0,0,0.0,
0.04000000000000001,4,0.0575,0,71,0,0,0.0,
0.04000000000000001,4,0.105,0,71,0,0,0.0,
0.04000000000000001,4,0.15250000000000002,0,71,0,0,0.0,
0.04000000000000001,4,0.2,0,71,0,0,0.0,
0.04000000000000001,5,0.01,0,71,0,0,0.0,
0.04000000000000001,5,0.0575,0,71,0,0,0.0,
0.04000000000000001,5,0.105,0,71,0,0,0.0,
0.04000000000000001,5,0.15250000000000002,0,71,0,0,0.0,
0.04000000000000001,5,0.2,0,71,0,0,0.0,
0.04000000000000001,6,0.01,0,71,0,0,0.0,
0.04000000000000001,6,0.0575,0,71,0,0,0.0,
0.04000000000000001,6,0.105,0,71,0,0,0.0,
0.04000000000000001,6,0.15250000000000002,0,71,0,0,0.0,
0.04000000000000001,6,0.2,0,71,0,0,0.0,
0.04000000000000001,7,0.01,0,71,0,0,0.0,
0.04000000000000001,7,0.0575,0,71,0,0,0.0,
0.04000000000000001,7,0.105,0,71,0,0,0.0,
0.04000000000000001,7,0.15250000000000002,0,71,0,0,0.0,
0.04000000000000001,7,0.2,0,71,0,0,0.0,
0.04000000000000001,8,0.01,0,71,0,0,0.0,
0.04000000000000001,8,0.0575,0,71,0,0,0.0,
0.04000000000000001,8,0.105,0,71,0,0,0.0,
0.04000000000000001,8,0.15250000000000002,0,71,0,0,0.0,
0.04000000000000001,8,0.2,0,71,0,0,0.0,
0.04000000000000001,9,0.01,0,71,0,0,0.0,
0.04000000000000001,9,0.0575,0,71,0,0,0.0,
0.04000000000000001,9,0.105,0,71,0,0,0.0,
0.04000000000000001,9,0.15250000000000002,0,71,0,0,0.0,
0.04000000000000001,9,0.2,0,71,0,0,0.0,
0.04000000000000001,10,0.01,0,71,0,0,0.0,
0.04000000000000001,10,0.0575,0,71,0,0,0.0,
0.04000000000000001,10,0.105,0,71,0,0,0.0,
0.04000000000000001,10,0.15250000000000002,0,71,0,0,0.0,
0.04000000000000001,10,0.2,0,71,0,0,0.0,
0.05000000000000001,1,0.01,0,71,0,0,0.0,
0.05000000000000001,1,0.0575,0,71,0,0,0.0,
0.05000000000000001,1,0.105,0,71,0,0,0.0,
0.05000000000000001,1,0.15250000000000002,0,71,0,0,0.0,
0.05000000000000001,1,0.2,0,71,0,0,0.0,
0.05000000000000001,2,0.01,0,71,0,0,0.0,
0.05000000000000001,2,0.0575,0,71,0,0,0.0,
0.05000000000000001,2,0.105,0,71,0,0,0.0,
0.05000000000000001,2,0.15250000000000002,0,71,0,0,0.0,
0.05000000000000001,2,0.2,0,71,0,0,0.0,
0.05000000000000001,3,0.01,0,71,0,0,0.0,
0.05000000000000001,3,0.0575,0,71,0,0,0.0,
0.05000000000000001,3,0.105,0,71,0,0,0.0,
0.05000000000000001,3,0.15250000000000002,0,71,0,0,0.0,
0.05000000000000001,3,0.2,0,71,0,0,0.0,
0.05000000000000001,4,0.01,0,71,0,0,0.0,
0.05000000000000001,4,0.0575,0,71,0,0,0.0,
