period,adapt_biglotto_p0_2bet,adapt_predict_biglotto_echo_2bet,adapt_predict_biglotto_echo_phase2_2bet,adapt_predict_biglotto_echo_phase2_3bet,adapt_predict_biglotto_echo_mixed_3bet,cohort_hit_count,cohort_any_hit,fixture_sha256
105000028,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000029,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000030,1,0,0,0,0,1,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000031,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000032,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000033,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000034,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000035,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000036,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000037,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000038,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000039,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000040,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000041,1,0,0,0,0,1,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000042,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000043,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000044,0,0,0,1,1,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000045,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000046,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000047,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000048,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000049,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000050,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000051,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000052,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000053,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000054,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000055,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000056,0,0,0,1,1,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000057,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000058,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000059,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000060,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000061,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000062,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000063,0,1,0,0,1,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000064,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000065,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000066,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000067,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000068,0,0,0,1,1,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000069,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000070,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000071,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000072,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000073,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000074,0,0,0,1,1,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000075,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000076,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000077,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000078,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000079,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000080,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000081,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000082,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000083,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000084,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000085,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000086,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000087,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000088,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000089,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000090,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000091,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000092,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000093,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000094,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000095,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000096,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000097,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000098,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000099,1,0,0,0,0,1,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000100,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000101,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000102,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000103,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000104,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000105,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000106,1,1,1,1,1,5,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000107,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000108,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000109,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000110,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
105000111,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000001,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000002,1,0,0,0,0,1,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000003,1,0,0,0,0,1,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000004,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000005,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000006,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000007,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000008,0,1,0,0,1,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000009,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000010,0,0,0,1,1,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000011,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000012,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000013,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000014,1,0,0,0,0,1,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000015,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000016,0,0,0,1,1,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000017,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000018,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000019,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000020,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000021,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000022,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000023,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000024,0,1,0,0,1,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000025,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000026,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000027,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000028,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000029,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000030,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000031,0,0,1,1,0,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000032,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000033,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000034,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000035,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000036,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000037,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000038,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000039,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000040,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000041,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000042,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000043,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000044,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000045,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000046,1,0,0,0,0,1,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000047,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000048,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000049,1,0,0,0,0,1,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000050,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000051,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000052,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000053,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000054,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000055,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000056,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000057,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000058,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000059,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000060,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000061,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000062,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000063,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000064,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000065,0,1,1,1,1,4,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000066,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000067,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000068,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000069,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000070,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000071,0,0,0,1,1,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000072,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000073,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000074,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000075,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000076,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000077,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000078,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000079,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000080,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000081,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000082,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000083,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000084,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000085,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000086,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000087,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000088,1,1,1,1,1,5,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000089,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000090,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000091,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000092,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000093,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000094,0,1,1,1,1,4,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000095,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000096,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000097,0,1,0,0,1,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000098,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000099,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000100,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000101,0,0,0,1,1,2,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000102,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000103,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000104,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000105,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000106,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000107,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
106000108,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000001,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000002,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000003,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000004,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000005,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000006,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000007,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000008,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000009,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000010,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000011,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000012,1,0,0,0,0,1,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000013,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000014,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000015,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000016,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000017,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000018,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000019,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000020,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000021,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000022,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000023,1,0,0,0,0,1,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000024,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000025,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000026,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000027,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000028,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000029,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000030,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000031,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000032,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000033,1,1,1,1,1,5,1,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000034,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000035,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000036,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000037,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000038,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000039,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000040,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000041,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000042,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
107000043,0,0,0,0,0,0,0,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
