subset_size,adapter_subset,total_ticket_count,window_size,period_count,any_hit_count,coverage_rate,duplicate_hit_events,mean_pairwise_jaccard,same_total_bet_count_baseline,edge_vs_same_total_bet_baseline,rank_by_coverage_rate,rank_by_any_hit_count,within_1_hit_of_full_cohort,within_3_hits_of_full_cohort,fixture_sha256
1,adapt_biglotto_p0_2bet,2,30,30,0,0.00000000,0,,0.03692764,-0.03692764,31,31,false,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
1,adapt_predict_biglotto_echo_2bet,2,30,30,1,0.03333333,0,,0.03692764,-0.00359431,25,25,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
1,adapt_predict_biglotto_echo_phase2_2bet,2,30,30,1,0.03333333,0,,0.03692764,-0.00359431,26,26,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
1,adapt_predict_biglotto_echo_phase2_3bet,3,30,30,2,0.06666667,0,,0.05487690,0.01178976,2,2,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
1,adapt_predict_biglotto_echo_mixed_3bet,3,30,30,2,0.06666667,0,,0.05487690,0.01178976,1,1,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
2,adapt_biglotto_p0_2bet;adapt_predict_biglotto_echo_2bet,4,30,30,1,0.03333333,0,0.00000000,0.07249164,-0.03915830,27,27,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
2,adapt_biglotto_p0_2bet;adapt_predict_biglotto_echo_phase2_2bet,4,30,30,1,0.03333333,0,0.00000000,0.07249164,-0.03915830,28,28,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
2,adapt_biglotto_p0_2bet;adapt_predict_biglotto_echo_phase2_3bet,5,30,30,2,0.06666667,0,0.00000000,0.08977807,-0.02311141,4,4,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
2,adapt_biglotto_p0_2bet;adapt_predict_biglotto_echo_mixed_3bet,5,30,30,2,0.06666667,0,0.00000000,0.08977807,-0.02311141,3,3,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
2,adapt_predict_biglotto_echo_2bet;adapt_predict_biglotto_echo_phase2_2bet,4,30,30,1,0.03333333,1,1.00000000,0.07249164,-0.03915830,29,29,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
2,adapt_predict_biglotto_echo_2bet;adapt_predict_biglotto_echo_phase2_3bet,5,30,30,2,0.06666667,1,0.50000000,0.08977807,-0.02311141,6,6,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
2,adapt_predict_biglotto_echo_2bet;adapt_predict_biglotto_echo_mixed_3bet,5,30,30,2,0.06666667,1,0.50000000,0.08977807,-0.02311141,5,5,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
2,adapt_predict_biglotto_echo_phase2_2bet;adapt_predict_biglotto_echo_phase2_3bet,5,30,30,2,0.06666667,1,0.50000000,0.08977807,-0.02311141,8,8,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
2,adapt_predict_biglotto_echo_phase2_2bet;adapt_predict_biglotto_echo_mixed_3bet,5,30,30,2,0.06666667,1,0.50000000,0.08977807,-0.02311141,7,7,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
2,adapt_predict_biglotto_echo_phase2_3bet;adapt_predict_biglotto_echo_mixed_3bet,6,30,30,2,0.06666667,2,1.00000000,0.10674233,-0.04007567,13,13,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
3,adapt_biglotto_p0_2bet;adapt_predict_biglotto_echo_2bet;adapt_predict_biglotto_echo_phase2_2bet,6,30,30,1,0.03333333,1,0.33333333,0.10674233,-0.07340900,30,30,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
3,adapt_biglotto_p0_2bet;adapt_predict_biglotto_echo_2bet;adapt_predict_biglotto_echo_phase2_3bet,7,30,30,2,0.06666667,1,0.16666667,0.12339042,-0.05672376,10,10,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
3,adapt_biglotto_p0_2bet;adapt_predict_biglotto_echo_2bet;adapt_predict_biglotto_echo_mixed_3bet,7,30,30,2,0.06666667,1,0.16666667,0.12339042,-0.05672376,9,9,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
3,adapt_biglotto_p0_2bet;adapt_predict_biglotto_echo_phase2_2bet;adapt_predict_biglotto_echo_phase2_3bet,7,30,30,2,0.06666667,1,0.16666667,0.12339042,-0.05672376,12,12,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
3,adapt_biglotto_p0_2bet;adapt_predict_biglotto_echo_phase2_2bet;adapt_predict_biglotto_echo_mixed_3bet,7,30,30,2,0.06666667,1,0.16666667,0.12339042,-0.05672376,11,11,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
3,adapt_biglotto_p0_2bet;adapt_predict_biglotto_echo_phase2_3bet;adapt_predict_biglotto_echo_mixed_3bet,8,30,30,2,0.06666667,2,0.33333333,0.13972824,-0.07306157,16,16,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
3,adapt_predict_biglotto_echo_2bet;adapt_predict_biglotto_echo_phase2_2bet;adapt_predict_biglotto_echo_phase2_3bet,7,30,30,2,0.06666667,2,0.66666667,0.12339042,-0.05672376,15,15,true,true,f4accb6f527694e739689242c929e87e4b031a364becb4fadb4aaea50ef2e3f8
