classification,lottery_type,strategy_ids,combination_size,window,latest_target_draw,earliest_target_draw,sample_size_draws,sample_size_rows,top_k_by_strategy,predicted_number_count,hit_at_least_1_rate,hit_at_least_2_rate,hit_at_least_3_rate,hit_at_least_4_rate,max_hit_count_0_draws,max_hit_count_1_draws,max_hit_count_2_draws,max_hit_count_3_draws,max_hit_count_4_draws,max_hit_count_5_draws,max_hit_count_6_draws,cross_strategy_ticket_pair_count,any_number_overlap_pair_rate,mean_number_overlap_fraction,exact_duplicate_ticket_pair_rate,special_zone_status,special_hit_any_rate,baseline_mode,inferential_status,readiness_status,exclusion_reason,delta_vs_max_constituent_hit1_rate,delta_vs_max_constituent_hit2_rate,delta_vs_max_constituent_hit3_rate,delta_vs_max_constituent_hit4_rate,selection_rule
DESCRIPTIVE_ONLY,BIG_LOTTO,biglotto_echo_aware_3bet|biglotto_ts3_markov_4bet_w30,2,recent_750,115000053,108000108,750,5250,biglotto_echo_aware_3bet:3|biglotto_ts3_markov_4bet_w30:4,6,0.998666666667,0.702666666667,0.153333333333,0.009333333333,1,222,412,108,7,0,0,9000,0.482777777778,0.125129629630,0.000000000000,BIG_SPECIAL_ACTUAL_AVAILABLE_PLAYER_MAIN_MATCH_EVALUATED,0.673333333333,not_computed,DESCRIPTIVE_ONLY,READY_DESCRIPTIVE_ONLY,,0.010666666667,0.204000000000,0.062666666666,0.002666666666,DESCRIPTIVE_TOP5_BY_HIT3_THEN_HIT2_THEN_LOWER_OVERLAP
DESCRIPTIVE_ONLY,BIG_LOTTO,biglotto_deviation_2bet|biglotto_ts3_markov_4bet_w30,2,recent_750,115000053,108000108,750,3750,biglotto_deviation_2bet:1|biglotto_ts3_markov_4bet_w30:4,6,0.992000000000,0.565333333333,0.114666666667,0.008000000000,6,320,338,80,6,0,0,3000,0.596333333333,0.201111111111,0.000666666667,BIG_SPECIAL_ACTUAL_AVAILABLE_PLAYER_MAIN_MATCH_EVALUATED,0.514666666667,not_computed,DESCRIPTIVE_ONLY,READY_DESCRIPTIVE_ONLY,,0.004000000000,0.066666666666,0.024000000000,0.001333333333,DESCRIPTIVE_TOP5_BY_HIT3_THEN_HIT2_THEN_LOWER_OVERLAP
DESCRIPTIVE_ONLY,BIG_LOTTO,biglotto_ts3_markov_4bet_w30|fourier30_markov30_biglotto,2,recent_750,115000053,108000108,750,3750,biglotto_ts3_markov_4bet_w30:4|fourier30_markov30_biglotto:1,6,0.992000000000,0.544000000000,0.100000000000,0.008000000000,6,336,333,69,6,0,0,3000,0.638000000000,0.190611111111,0.000000000000,BIG_SPECIAL_ACTUAL_AVAILABLE_PLAYER_MAIN_MATCH_EVALUATED,0.522666666667,not_computed,DESCRIPTIVE_ONLY,READY_DESCRIPTIVE_ONLY,,0.004000000000,0.045333333333,0.009333333333,0.001333333333,DESCRIPTIVE_TOP5_BY_HIT3_THEN_HIT2_THEN_LOWER_OVERLAP
DESCRIPTIVE_ONLY,BIG_LOTTO,biglotto_ts3_markov_4bet_w30|markov_2bet_biglotto,2,recent_750,115000053,108000108,750,3750,biglotto_ts3_markov_4bet_w30:4|markov_2bet_biglotto:1,6,0.989333333333,0.536000000000,0.098666666667,0.006666666667,8,340,328,69,5,0,0,3000,0.601000000000,0.195055555556,0.000000000000,BIG_SPECIAL_ACTUAL_AVAILABLE_PLAYER_MAIN_MATCH_EVALUATED,0.514666666667,not_computed,DESCRIPTIVE_ONLY,READY_DESCRIPTIVE_ONLY,,0.001333333333,0.037333333333,0.008000000000,0.000000000000,DESCRIPTIVE_TOP5_BY_HIT3_THEN_HIT2_THEN_LOWER_OVERLAP
DESCRIPTIVE_ONLY,BIG_LOTTO,biglotto_ts3_markov_4bet_w30|markov_single_biglotto,2,recent_750,115000053,108000108,750,3750,biglotto_ts3_markov_4bet_w30:4|markov_single_biglotto:1,6,0.989333333333,0.536000000000,0.098666666667,0.006666666667,8,340,328,69,5,0,0,3000,0.601000000000,0.195055555556,0.000000000000,BIG_SPECIAL_ACTUAL_AVAILABLE_PLAYER_MAIN_MATCH_EVALUATED,0.514666666667,not_computed,DESCRIPTIVE_ONLY,READY_DESCRIPTIVE_ONLY,,0.001333333333,0.037333333333,0.008000000000,0.000000000000,DESCRIPTIVE_TOP5_BY_HIT3_THEN_HIT2_THEN_LOWER_OVERLAP
DESCRIPTIVE_ONLY,BIG_LOTTO,biglotto_deviation_2bet|biglotto_echo_aware_3bet|biglotto_ts3_markov_4bet_w30,3,recent_750,115000053,108000108,750,6000,biglotto_deviation_2bet:1|biglotto_echo_aware_3bet:3|biglotto_ts3_markov_4bet_w30:4,6,1.000000000000,0.737333333333,0.176000000000,0.010666666667,0,197,421,124,8,0,0,14250,0.496421052632,0.144421052632,0.000140350877,BIG_SPECIAL_ACTUAL_AVAILABLE_PLAYER_MAIN_MATCH_EVALUATED,0.685333333333,not_computed,DESCRIPTIVE_ONLY,READY_DESCRIPTIVE_ONLY,,0.012000000000,0.238666666666,0.085333333333,0.004000000000,DESCRIPTIVE_TOP5_BY_HIT3_THEN_HIT2_THEN_LOWER_OVERLAP
DESCRIPTIVE_ONLY,BIG_LOTTO,biglotto_echo_aware_3bet|biglotto_ts3_markov_4bet_w30|markov_2bet_biglotto,3,recent_750,115000053,108000108,750,6000,biglotto_echo_aware_3bet:3|biglotto_ts3_markov_4bet_w30:4|markov_2bet_biglotto:1,6,1.000000000000,0.725333333333,0.161333333333,0.009333333333,0,206,423,114,7,0,0,14250,0.508701754386,0.139169590643,0.000000000000,BIG_SPECIAL_ACTUAL_AVAILABLE_PLAYER_MAIN_MATCH_EVALUATED,0.690666666667,not_computed,DESCRIPTIVE_ONLY,READY_DESCRIPTIVE_ONLY,,0.012000000000,0.226666666666,0.070666666666,0.002666666666,DESCRIPTIVE_TOP5_BY_HIT3_THEN_HIT2_THEN_LOWER_OVERLAP
DESCRIPTIVE_ONLY,BIG_LOTTO,biglotto_echo_aware_3bet|biglotto_ts3_markov_4bet_w30|markov_single_biglotto,3,recent_750,115000053,108000108,750,6000,biglotto_echo_aware_3bet:3|biglotto_ts3_markov_4bet_w30:4|markov_single_biglotto:1,6,1.000000000000,0.725333333333,0.161333333333,0.009333333333,0,206,423,114,7,0,0,14250,0.508701754386,0.139169590643,0.000000000000,BIG_SPECIAL_ACTUAL_AVAILABLE_PLAYER_MAIN_MATCH_EVALUATED,0.690666666667,not_computed,DESCRIPTIVE_ONLY,READY_DESCRIPTIVE_ONLY,,0.012000000000,0.226666666666,0.070666666666,0.002666666666,DESCRIPTIVE_TOP5_BY_HIT3_THEN_HIT2_THEN_LOWER_OVERLAP
DESCRIPTIVE_ONLY,BIG_LOTTO,biglotto_echo_aware_3bet|biglotto_ts3_markov_4bet_w30|cold_complement_biglotto,3,recent_750,115000053,108000108,750,6000,biglotto_echo_aware_3bet:3|biglotto_ts3_markov_4bet_w30:4|cold_complement_biglotto:1,6,0.998666666667,0.721333333333,0.161333333333,0.009333333333,1,208,420,114,7,0,0,14250,0.477964912281,0.148830409357,0.004350877193,BIG_SPECIAL_ACTUAL_AVAILABLE_PLAYER_MAIN_MATCH_EVALUATED,0.676000000000,not_computed,DESCRIPTIVE_ONLY,READY_DESCRIPTIVE_ONLY,,0.010666666667,0.222666666666,0.070666666666,0.002666666666,DESCRIPTIVE_TOP5_BY_HIT3_THEN_HIT2_THEN_LOWER_OVERLAP
DESCRIPTIVE_ONLY,BIG_LOTTO,biglotto_echo_aware_3bet|biglotto_ts3_markov_4bet_w30|coldpool15_biglotto,3,recent_750,115000053,108000108,750,6000,biglotto_echo_aware_3bet:3|biglotto_ts3_markov_4bet_w30:4|coldpool15_biglotto:1,6,0.998666666667,0.721333333333,0.161333333333,0.009333333333,1,208,420,114,7,0,0,14250,0.477964912281,0.148830409357,0.004350877193,BIG_SPECIAL_ACTUAL_AVAILABLE_PLAYER_MAIN_MATCH_EVALUATED,0.676000000000,not_computed,DESCRIPTIVE_ONLY,READY_DESCRIPTIVE_ONLY,,0.010666666667,0.222666666666,0.070666666666,0.002666666666,DESCRIPTIVE_TOP5_BY_HIT3_THEN_HIT2_THEN_LOWER_OVERLAP
